rainfall,temperature,N,P,K,pH,State_Name_andhra pradesh,State_Name_assam,State_Name_bihar,State_Name_chhattisgarh,State_Name_gujarat,State_Name_karnataka,State_Name_madhya pradesh,State_Name_maharashtra,State_Name_odisha,State_Name_rajasthan,State_Name_tamil nadu,State_Name_telangana,State_Name_uttar pradesh,State_Name_west bengal,Crop_Type_kharif,Crop_Type_rabi,Crop_Type_summer,Crop_Type_whole year,Crop_Black Gram,Crop_Dry chillies,Crop_Gram,Crop_Horse-gram,Crop_Jowar,Crop_Linseed,Crop_Maize,Crop_Mung beans,Crop_Pigeon peas(Toor Dal),Crop_Ragi,Crop_Rice,Crop_Sesame Seed,Crop_Sunflower,Yield_ton_per_hec
1543.76,27.33333333333333,80.0,40.0,40.0,5.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5201777119585339
3.94,33.76333333333333,80.0,40.0,40.0,5.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.782608695652174
497.88,25.03333333333333,80.0,40.0,40.0,5.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.126148028092923
579.75,34.01,80.0,40.0,40.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1109921765548507
127.68,20.8,80.0,40.0,40.0,5.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.103623929782995
3.94,33.76333333333333,80.0,40.0,40.0,5.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
840.46,33.583333333333336,80.0,40.0,40.0,5.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1092955419602983
654.34,29.26666666666667,80.0,40.0,40.0,5.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.765970887841857
98.98000000000002,34.92333333333334,80.0,40.0,40.0,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3157894736842106
167.38,23.56,80.0,40.0,40.0,5.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.695121951219512
654.34,29.26666666666667,80.0,40.0,40.0,5.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.833001929765906
654.34,29.26666666666667,80.0,40.0,40.0,5.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6279836326437827
98.94,25.574,80.0,40.0,40.0,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.807003021398121
840.46,33.583333333333336,80.0,40.0,40.0,5.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2121212121212122
127.68,20.8,80.0,40.0,40.0,5.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.121804148576941
790.98,30.616666666666664,80.0,40.0,40.0,5.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2071005917159765
497.88,25.03333333333333,80.0,40.0,40.0,5.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
157.31,25.83333333333333,80.0,40.0,40.0,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.365570599613153
510.05,33.37333333333333,80.0,40.0,40.0,5.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.583480231679677
1151.02,28.03333333333333,80.0,40.0,40.0,5.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4745489157424267
770.44,28.68,80.0,40.0,40.0,5.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.88499966359416
790.98,30.616666666666664,80.0,40.0,40.0,5.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7769784172661871
497.88,25.03333333333333,80.0,40.0,40.0,5.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9864864864864864
1011.49,30.43,80.0,40.0,40.0,5.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8148935332782304
1011.49,30.43,80.0,40.0,40.0,5.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2734452349704126
770.44,28.68,80.0,40.0,40.0,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9509803921568628
288.3,25.46,80.0,40.0,40.0,5.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.320959880014998
1151.02,28.03333333333333,80.0,40.0,40.0,5.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8548457841894451
770.44,28.68,80.0,40.0,40.0,5.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0710028713213706
579.75,34.01,80.0,40.0,40.0,5.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9791386271870794
152.54000000000002,22.28,80.0,40.0,40.0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6056089376440306
1543.76,27.33333333333333,80.0,40.0,40.0,5.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3296253676000511
182.5,29.2,80.0,40.0,40.0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4416334158050046
127.68,20.8,80.0,40.0,40.0,5.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.055997862676997
98.98000000000002,34.92333333333334,80.0,40.0,40.0,5.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4137931034482758
113.7,30.266666666666666,80.0,40.0,40.0,5.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.890909090909091
288.3,25.46,80.0,40.0,40.0,5.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6160011335759896
98.98000000000002,34.92333333333334,80.0,40.0,40.0,5.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.044688492885758
770.44,28.68,80.0,40.0,40.0,5.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.231999168621396
790.98,30.616666666666664,80.0,40.0,40.0,5.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
607.48,26.366666666666664,80.0,40.0,40.0,5.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8
1543.76,27.33333333333333,80.0,40.0,40.0,5.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9012366310160428
607.48,26.366666666666664,80.0,40.0,40.0,5.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9817927170868348
579.75,34.01,80.0,40.0,40.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.687368155624028
127.68,20.8,80.0,40.0,40.0,5.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3627452750148925
167.38,23.56,80.0,40.0,40.0,5.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.75
167.38,23.56,80.0,40.0,40.0,5.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2857142857142856
1166.9399999999998,28.33333333333333,80.0,40.0,40.0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5687626240449637
98.98000000000002,34.92333333333334,80.0,40.0,40.0,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.875621890547264
297.66,29.566666666666663,80.0,40.0,40.0,5.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.133499170812604
497.88,25.03333333333333,80.0,40.0,40.0,5.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0920212480549445
182.5,29.2,80.0,40.0,40.0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.470750944843074
510.05,33.37333333333333,80.0,40.0,40.0,5.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8057488172385003
1011.49,30.43,80.0,40.0,40.0,5.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6551724137931034
98.98000000000002,34.92333333333334,80.0,40.0,40.0,5.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1326530612244898
790.98,30.616666666666664,80.0,40.0,40.0,5.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6524444444444445
770.44,28.68,80.0,40.0,40.0,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9920876445526474
98.98000000000002,34.92333333333334,80.0,40.0,40.0,5.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.124127338732197
127.68,20.8,80.0,40.0,40.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6397262668897823
3.94,33.76333333333333,80.0,40.0,40.0,5.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.196428571428572
113.7,30.266666666666666,80.0,40.0,40.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9630769230769232
579.75,34.01,80.0,40.0,40.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.050372317126588
